,name,ensg,type
36562,RGR,ENSG00000148604,protein_coding
36461,POLR3A,ENSG00000148606,protein_coding
36206,HERC4,ENSG00000148634,protein_coding
36430,LRMDA,ENSG00000148655,protein_coding
36388,CAMK2G,ENSG00000148660,protein_coding
36602,ADIRF,ENSG00000148671,protein_coding
36613,GLUD1,ENSG00000148672,protein_coding
36702,ANKRD1,ENSG00000148677,protein_coding
36699,HTR7,ENSG00000148680,protein_coding
36700,RPP30,ENSG00000148688,protein_coding
36758,FRA10AC1,ENSG00000148690,protein_coding
37074,ADD3,ENSG00000148700,protein_coding
37127,HABP2,ENSG00000148702,protein_coding
37183,VAX1,ENSG00000148704,protein_coding
36316,DNAJB12,ENSG00000148719,protein_coding
36280,EIF4EBP2,ENSG00000148730,protein_coding
36277,NPFFR1,ENSG00000148734,protein_coding
37131,PLEKHS1,ENSG00000148735,protein_coding
37121,TCF7L2,ENSG00000148737,protein_coding
37370,MKI67,ENSG00000148773,protein_coding
36986,CYP17A1,ENSG00000148795,protein_coding
37004,INA,ENSG00000148798,protein_coding
37444,FUOM,ENSG00000148803,protein_coding
37413,LRRC27,ENSG00000148814,protein_coding
37450,MTG1,ENSG00000148824,protein_coding
37421,NKX6-2,ENSG00000148826,protein_coding
37448,PAOX,ENSG00000148832,protein_coding
37033,GSTO1,ENSG00000148834,protein_coding
37007,TAF5,ENSG00000148835,protein_coding
36962,PPRC1,ENSG00000148840,protein_coding
37036,ITPRIP,ENSG00000148841,protein_coding
36997,CNNM2,ENSG00000148842,protein_coding
37010,PDCD11,ENSG00000148843,protein_coding
37349,ADAM12,ENSG00000148848,protein_coding
37225,RGS10,ENSG00000148908,protein_coding
32345,BTBD10,ENSG00000148925,protein_coding
32289,ADM,ENSG00000148926,protein_coding
32517,GAS2,ENSG00000148935,protein_coding
32549,SLC5A12,ENSG00000148942,protein_coding
32557,LIN7C,ENSG00000148943,protein_coding
32728,LRRC4C,ENSG00000148948,protein_coding
32605,IMMP1L,ENSG00000148950,protein_coding
32432,SAA4,ENSG00000148965,protein_coding
31998,PGAP2,ENSG00000148985,protein_coding
33354,TUT1,ENSG00000149016,protein_coding
33346,SCGB1A1,ENSG00000149021,protein_coding
31905,SYT8,ENSG00000149043,protein_coding
32200,ZNF214,ENSG00000149050,protein_coding
32199,ZNF215,ENSG00000149054,protein_coding
32760,HSD17B12,ENSG00000149084,protein_coding
32677,APIP,ENSG00000149089,protein_coding
32688,PAMR1,ENSG00000149090,protein_coding
32826,DGKZ,ENSG00000149091,protein_coding
32628,EIF3M,ENSG00000149100,protein_coding
33110,TNKS1BP1,ENSG00000149115,protein_coding
33184,GLYAT,ENSG00000149124,protein_coding
33128,SERPING1,ENSG00000149131,protein_coding
33030,OR5F1,ENSG00000149133,protein_coding
33112,SSRP1,ENSG00000149136,protein_coding
33122,SLC43A1,ENSG00000149150,protein_coding
32889,PTPRJ,ENSG00000149177,protein_coding
32847,C11orf49,ENSG00000149179,protein_coding
32850,ARFGAP2,ENSG00000149182,protein_coding
32869,CELF1,ENSG00000149187,protein_coding
34149,HIKESHI,ENSG00000149196,protein_coding
34151,CCDC81,ENSG00000149201,protein_coding
34365,SESN3,ENSG00000149212,protein_coding
34361,ENDOD1,ENSG00000149218,protein_coding
34379,CCDC82,ENSG00000149231,protein_coding
33974,KLHL35,ENSG00000149243,protein_coding
34063,TENM4,ENSG00000149256,protein_coding
33977,SERPINH1,ENSG00000149257,protein_coding
34021,CAPN5,ENSG00000149260,protein_coding
34042,INTS4,ENSG00000149262,protein_coding
34026,PAK1,ENSG00000149269,protein_coding
33971,RPS3,ENSG00000149273,protein_coding
34545,ZC3H12C,ENSG00000149289,protein_coding
34630,TTC12,ENSG00000149292,protein_coding
34626,NCAM1,ENSG00000149294,protein_coding
34634,DRD2,ENSG00000149295,protein_coding
34589,C11orf52,ENSG00000149300,protein_coding
34650,HTR3B,ENSG00000149305,protein_coding
34519,NPAT,ENSG00000149308,protein_coding
34520,ATM,ENSG00000149311,protein_coding
34488,AASDHPPT,ENSG00000149313,protein_coding
35136,GLB1L2,ENSG00000149328,protein_coding
53532,SLX4IP,ENSG00000149346,protein_coding
33844,LAMTOR1,ENSG00000149357,protein_coding
33925,P4HA3,ENSG00000149380,protein_coding
34845,GRIK4,ENSG00000149403,protein_coding
35077,ST14,ENSG00000149418,protein_coding
34794,HYOU1,ENSG00000149428,protein_coding
53773,GGTLC1,ENSG00000149435,protein_coding
53410,ADAM33,ENSG00000149451,protein_coding
33406,SLC22A8,ENSG00000149452,protein_coding
53632,KAT14,ENSG00000149474,protein_coding
33293,TKFC,ENSG00000149476,protein_coding
33355,MTA2,ENSG00000149480,protein_coding
33296,TMEM138,ENSG00000149483,protein_coding
33320,FADS1,ENSG00000149485,protein_coding
53370,TMC2,ENSG00000149488,protein_coding
33358,ROM1,ENSG00000149489,protein_coding
33356,EML3,ENSG00000149499,protein_coding
33333,INCENP,ENSG00000149503,protein_coding
33273,ZP1,ENSG00000149506,protein_coding
33246,OOSP2,ENSG00000149507,protein_coding
33247,MS4A3,ENSG00000149516,protein_coding
160,PLCH2,ENSG00000149527,protein_coding
33298,CPSF7,ENSG00000149532,protein_coding
33249,MS4A2,ENSG00000149534,protein_coding
33359,B3GAT3,ENSG00000149541,protein_coding
34989,EI24,ENSG00000149547,protein_coding
34977,CCDC15,ENSG00000149548,protein_coding
34992,CHEK1,ENSG00000149554,protein_coding
34987,FEZ1,ENSG00000149557,protein_coding
34963,ESAM,ENSG00000149564,protein_coding
35027,KIRREL3,ENSG00000149571,protein_coding
34741,MPZL2,ENSG00000149573,protein_coding
34737,SCN2B,ENSG00000149575,protein_coding
34711,SIDT2,ENSG00000149577,protein_coding
34756,TMEM25,ENSG00000149582,protein_coding
34712,TAGLN,ENSG00000149591,protein_coding
54211,JPH2,ENSG00000149596,protein_coding
53899,DUSP15,ENSG00000149599,protein_coding
53931,COMMD7,ENSG00000149600,protein_coding
53958,C20orf144,ENSG00000149609,protein_coding
54106,KIAA1755,ENSG00000149633,protein_coding
54299,SPATA25,ENSG00000149634,protein_coding
54324,OCSTAMP,ENSG00000149635,protein_coding
54073,DSN1,ENSG00000149636,protein_coding
54074,SOGA1,ENSG00000149639,protein_coding
54052,CNBD2,ENSG00000149646,protein_coding
54286,SPINT4,ENSG00000149651,protein_coding
54315,CDH22,ENSG00000149654,protein_coding
54617,LSM14B,ENSG00000149657,protein_coding
54678,YTHDF1,ENSG00000149658,protein_coding
54630,CABLES2,ENSG00000149679,protein_coding
33764,LTO1,ENSG00000149716,protein_coding
33500,GPHA2,ENSG00000149735,protein_coding
33416,SLC22A9,ENSG00000149742,protein_coding
33449,TRPT1,ENSG00000149743,protein_coding
33450,NUDT22,ENSG00000149761,protein_coding
33448,FERMT3,ENSG00000149781,protein_coding
33459,PLCB3,ENSG00000149782,protein_coding
33521,MRPL49,ENSG00000149792,protein_coding
33535,CDC42EP2,ENSG00000149798,protein_coding
33519,FAU,ENSG00000149806,protein_coding
33515,TM7SF2,ENSG00000149809,protein_coding
33513,VPS51,ENSG00000149823,protein_coding
47491,TBX6,ENSG00000149922,protein_coding
47490,PPP4C,ENSG00000149923,protein_coding
47488,ALDOA,ENSG00000149925,protein_coding
47486,FAM57B,ENSG00000149926,protein_coding
47484,DOC2A,ENSG00000149927,protein_coding
47482,HIRIP3,ENSG00000149929,protein_coding
47481,TAOK2,ENSG00000149930,protein_coding
47480,TMEM219,ENSG00000149932,protein_coding
39171,HMGA2,ENSG00000149948,protein_coding
34440,MMP3,ENSG00000149968,protein_coding
24819,CNKSR2,ENSG00000149970,protein_coding
34396,CNTN5,ENSG00000149972,protein_coding
37843,KLRF1,ENSG00000150045,protein_coding
37856,CLEC1A,ENSG00000150048,protein_coding
35620,MKX,ENSG00000150051,protein_coding
35627,MPP7,ENSG00000150054,protein_coding
35720,ITGB1,ENSG00000150093,protein_coding
35865,FXYD4,ENSG00000150201,protein_coding
32980,TRIM48,ENSG00000150244,protein_coding
33058,OR8K1,ENSG00000150261,protein_coding
33068,OR5M9,ENSG00000150269,protein_coding
36090,PCDH15,ENSG00000150275,protein_coding
47570,CTF1,ENSG00000150281,protein_coding
34351,CWC15,ENSG00000150316,protein_coding
3085,FCGR1A,ENSG00000150337,protein_coding
36149,ARID5B,ENSG00000150347,protein_coding
41378,KLHL1,ENSG00000150361,protein_coding
48212,CDH8,ENSG00000150394,protein_coding
41900,DCUN1D2,ENSG00000150401,protein_coding
41903,TMCO3,ENSG00000150403,protein_coding
34979,TMEM218,ENSG00000150433,protein_coding
35020,TIRAP,ENSG00000150455,protein_coding
40623,EEF1AKMT1,ENSG00000150456,protein_coding
40631,LATS2,ENSG00000150457,protein_coding
40638,SAP18,ENSG00000150459,protein_coding
13741,ADGRL3,ENSG00000150471,protein_coding
52689,KIAA1328,ENSG00000150477,protein_coding
41200,FAM124A,ENSG00000150510,protein_coding
42629,MIA2,ENSG00000150527,protein_coding
7984,HNMT,ENSG00000150540,protein_coding
7932,LYPD1,ENSG00000150551,protein_coding
8099,LYPD6B,ENSG00000150556,protein_coding
37091,PDCD4,ENSG00000150593,protein_coding
37099,ADRA2A,ENSG00000150594,protein_coding
15280,GPM6A,ENSG00000150625,protein_coding
15284,WDR17,ENSG00000150627,protein_coding
15286,SPATA4,ENSG00000150628,protein_coding
15292,VEGFC,ENSG00000150630,protein_coding
53109,CCDC102B,ENSG00000150636,protein_coding
53125,CD226,ENSG00000150637,protein_coding
53177,CNDP1,ENSG00000150656,protein_coding
44803,FSIP1,ENSG00000150667,protein_coding
34116,DLG2,ENSG00000150672,protein_coding
34137,CCDC83,ENSG00000150676,protein_coding
4247,RGS18,ENSG00000150681,protein_coding
34158,PRSS23,ENSG00000150687,protein_coding
15989,MTMR12,ENSG00000150712,protein_coding
8575,PPP1R1C,ENSG00000150722,protein_coding
34558,C11orf53,ENSG00000150750,protein_coding
15715,CCT5,ENSG00000150753,protein_coding
15713,ATPSCKMT,ENSG00000150756,protein_coding
37357,DOCK1,ENSG00000150760,protein_coding
34590,DIXDC1,ENSG00000150764,protein_coding
34594,DLAT,ENSG00000150768,protein_coding
34598,PIH1D2,ENSG00000150773,protein_coding
34599,NKAPD1,ENSG00000150776,protein_coding
34600,TIMM8B,ENSG00000150779,protein_coding
34603,IL18,ENSG00000150782,protein_coding
34605,TEX12,ENSG00000150783,protein_coding
34610,PTS,ENSG00000150787,protein_coding
35538,PIP4K2A,ENSG00000150867,protein_coding
5653,C2orf50,ENSG00000150873,protein_coding
40953,FREM2,ENSG00000150893,protein_coding
40975,FOXO1,ENSG00000150907,protein_coding
6066,CRIM1,ENSG00000150938,protein_coding
14552,SEC24D,ENSG00000150961,protein_coding
40224,ABCB9,ENSG00000150967,protein_coding
40243,RILPL2,ENSG00000150977,protein_coding
40299,DHX37,ENSG00000150990,protein_coding
40296,UBC,ENSG00000150991,protein_coding
9708,ITPR1,ENSG00000150995,protein_coding
15126,TKTL2,ENSG00000151005,protein_coding
47587,PRSS53,ENSG00000151006,protein_coding
14753,SLC7A11,ENSG00000151012,protein_coding
14764,NOCT,ENSG00000151014,protein_coding
35569,ENKUR,ENSG00000151023,protein_coding
35573,GPR158,ENSG00000151025,protein_coding
35680,LYZL2,ENSG00000151033,protein_coding
37522,CACNA2D4,ENSG00000151062,protein_coding
37527,DCP1B,ENSG00000151065,protein_coding
37528,CACNA1C,ENSG00000151067,protein_coding
37605,KCNA6,ENSG00000151079,protein_coding
10001,THRB,ENSG00000151090,protein_coding
10020,NGLY1,ENSG00000151092,protein_coding
10023,OXSM,ENSG00000151093,protein_coding
32451,UEVLD,ENSG00000151116,protein_coding
32458,TMEM86A,ENSG00000151117,protein_coding
39783,C12orf45,ENSG00000151131,protein_coding
39812,TMEM263,ENSG00000151135,protein_coding
39818,BTBD11,ENSG00000151136,protein_coding
39870,UBE3B,ENSG00000151148,protein_coding
36133,ANK3,ENSG00000151150,protein_coding
36110,IPMK,ENSG00000151151,protein_coding
39905,RAD9B,ENSG00000151164,protein_coding
39981,PLBD2,ENSG00000151176,protein_coding
36455,DLG5,ENSG00000151208,protein_coding
36526,MAT1A,ENSG00000151224,protein_coding
38363,SLC2A13,ENSG00000151229,protein_coding
38387,GXYLT1,ENSG00000151233,protein_coding
38420,TWF1,ENSG00000151239,protein_coding
35157,DIP2C,ENSG00000151240,protein_coding
14269,EIF4E,ENSG00000151247,protein_coding
10819,MAGI1,ENSG00000151276,protein_coding
41757,TEX30,ENSG00000151287,protein_coding
17266,CSNK1G3,ENSG00000151292,protein_coding
17238,SRFBP1,ENSG00000151304,protein_coding
42506,AKAP6,ENSG00000151320,protein_coding
42511,NPAS3,ENSG00000151322,protein_coding
42539,FAM177A1,ENSG00000151327,protein_coding
42575,MBIP,ENSG00000151332,protein_coding
42596,MIPOL1,ENSG00000151338,protein_coding
32776,EXT2,ENSG00000151348,protein_coding
5486,TMEM18,ENSG00000151353,protein_coding
5536,ALLC,ENSG00000151360,protein_coding
34045,KCTD14,ENSG00000151364,protein_coding
34048,THRSP,ENSG00000151365,protein_coding
34049,NDUFC2,ENSG00000151366,protein_coding
34155,ME3,ENSG00000151376,protein_coding
5738,MSGN1,ENSG00000151379,protein_coding
16011,ADAMTS12,ENSG00000151388,protein_coding
42489,NUBPL,ENSG00000151413,protein_coding
4309,NEK7,ENSG00000151414,protein_coding
4312,ATP6V1G3,ENSG00000151418,protein_coding
17066,FER,ENSG00000151422,protein_coding
43377,VIPAS39,ENSG00000151445,protein_coding
14634,ANKRD50,ENSG00000151458,protein_coding
35351,UPF2,ENSG00000151461,protein_coding
35358,CDC123,ENSG00000151465,protein_coding
14672,SCLT1,ENSG00000151466,protein_coding
35369,CCDC3,ENSG00000151468,protein_coding
14675,C4orf33,ENSG00000151470,protein_coding
35393,FRMD4A,ENSG00000151474,protein_coding
14653,SLC25A31,ENSG00000151475,protein_coding
38013,PTPRO,ENSG00000151490,protein_coding
38015,EPS8,ENSG00000151491,protein_coding
35133,ACAD8,ENSG00000151498,protein_coding
35132,THYN1,ENSG00000151500,protein_coding
35131,VPS26B,ENSG00000151502,protein_coding
35128,NCAPD3,ENSG00000151503,protein_coding
37113,VTI1A,ENSG00000151532,protein_coding
13233,QDPR,ENSG00000151552,protein_coding
37156,FAM160B1,ENSG00000151553,protein_coding
39693,ANO4,ENSG00000151572,protein_coding
45254,TEX9,ENSG00000151575,protein_coding
11338,QTRT2,ENSG00000151576,protein_coding
11340,DRD3,ENSG00000151577,protein_coding
14872,MMAA,ENSG00000151611,protein_coding
14876,ZNF827,ENSG00000151612,protein_coding
14890,POU4F2,ENSG00000151615,protein_coding
14900,EDNRA,ENSG00000151617,protein_coding
14912,NR3C2,ENSG00000151623,protein_coding
35229,AKR1C2,ENSG00000151632,protein_coding
37411,DPYSL4,ENSG00000151640,protein_coding
37431,VENTX,ENSG00000151650,protein_coding
37435,ADAM8,ENSG00000151651,protein_coding
35302,ITIH2,ENSG00000151655,protein_coding
35303,KIN,ENSG00000151657,protein_coding
6247,PIGF,ENSG00000151665,protein_coding
8656,ANKAR,ENSG00000151687,protein_coding
8668,INPP1,ENSG00000151689,protein_coding
8669,MFSD6,ENSG00000151690,protein_coding
5569,RNF144A,ENSG00000151692,protein_coding
5600,ASAP2,ENSG00000151693,protein_coding
5605,ADAM17,ENSG00000151694,protein_coding
35049,FLI1,ENSG00000151702,protein_coding
35051,KCNJ1,ENSG00000151704,protein_coding
35067,TMEM45B,ENSG00000151715,protein_coding
15344,WWC2,ENSG00000151718,protein_coding
15383,CENPU,ENSG00000151725,protein_coding
15384,ACSL1,ENSG00000151726,protein_coding
15399,SLC25A4,ENSG00000151729,protein_coding
38276,AMN1,ENSG00000151743,protein_coding
38296,BICD1,ENSG00000151746,protein_coding
42761,SAV1,ENSG00000151748,protein_coding
41037,CCDC122,ENSG00000151773,protein_coding
41052,SERP2,ENSG00000151778,protein_coding
5700,NBAS,ENSG00000151779,protein_coding
9978,ZNF385D,ENSG00000151789,protein_coding
15049,TDO2,ENSG00000151790,protein_coding
13523,GUF1,ENSG00000151806,protein_coding
42906,SLC35F4,ENSG00000151812,protein_coding
13537,GABRA2,ENSG00000151834,protein_coding
40682,SACS,ENSG00000151835,protein_coding
42944,CCDC175,ENSG00000151838,protein_coding
40728,PABPC3,ENSG00000151846,protein_coding
40721,CENPJ,ENSG00000151849,protein_coding
16146,FBXO4,ENSG00000151876,protein_coding
16183,TMEM267,ENSG00000151881,protein_coding
16182,CCL28,ENSG00000151882,protein_coding
16216,PARP8,ENSG00000151883,protein_coding
37164,GFRA1,ENSG00000151892,protein_coding
37207,CACUL1,ENSG00000151893,protein_coding
19980,DST,ENSG00000151914,protein_coding
19984,BEND6,ENSG00000151917,protein_coding
37227,TIAL1,ENSG00000151923,protein_coding
37230,BAG3,ENSG00000151929,protein_coding
40380,GLT1D1,ENSG00000151948,protein_coding
40383,TMEM132D,ENSG00000151952,protein_coding
15021,RBM46,ENSG00000151962,protein_coding
12169,SCHIP1,ENSG00000151967,protein_coding
20458,MCHR2,ENSG00000152034,protein_coding
9269,KCNE4,ENSG00000152049,protein_coding
9276,AP1S3,ENSG00000152056,protein_coding
3977,RABGAP1L,ENSG00000152061,protein_coding
7797,CCDC74B,ENSG00000152076,protein_coding
2356,TMEM56,ENSG00000152078,protein_coding
7799,MZT2B,ENSG00000152082,protein_coding
7800,TUBA3E,ENSG00000152086,protein_coding
4015,ASTN1,ENSG00000152092,protein_coding
7831,CFC1B,ENSG00000152093,protein_coding
7853,FAM168B,ENSG00000152102,protein_coding
4712,PTPN14,ENSG00000152104,protein_coding
7946,MGAT5,ENSG00000152127,protein_coding
7950,TMEM163,ENSG00000152128,protein_coding
6075,GPATCH11,ENSG00000152133,protein_coding
40085,HSPB8,ENSG00000152137,protein_coding
6118,GEMIN6,ENSG00000152147,protein_coding
6139,TMEM178A,ENSG00000152154,protein_coding
41482,POU4F1,ENSG00000152192,protein_coding
41483,RNF219,ENSG00000152193,protein_coding
41144,CYSLTR2,ENSG00000152207,protein_coding
14225,GRID2,ENSG00000152208,protein_coding
41162,ARL11,ENSG00000152213,protein_coding
52729,RIT2,ENSG00000152214,protein_coding
52740,SETBP1,ENSG00000152217,protein_coding
32595,ARL14EP,ENSG00000152219,protein_coding
52756,EPG5,ENSG00000152223,protein_coding
52757,PSTPIP2,ENSG00000152229,protein_coding
52761,ATP5F1A,ENSG00000152234,protein_coding
52762,HAUS1,ENSG00000152240,protein_coding
52764,C18orf25,ENSG00000152242,protein_coding
8328,SPC25,ENSG00000152253,protein_coding
8329,G6PC2,ENSG00000152254,protein_coding
8395,PDK1,ENSG00000152256,protein_coding
32349,PTH,ENSG00000152266,protein_coding
32371,PDE3B,ENSG00000152270,protein_coding
6877,TCF7L1,ENSG00000152284,protein_coding
6882,TGOLN2,ENSG00000152291,protein_coding
6893,SH2D6,ENSG00000152292,protein_coding
43513,KCNK13,ENSG00000152315,protein_coding
3730,UHMK1,ENSG00000152332,protein_coding
16756,ATG10,ENSG00000152348,protein_coding
16629,POC5,ENSG00000152359,protein_coding
17521,SPOCK1,ENSG00000152377,protein_coding
16730,FAM151B,ENSG00000152380,protein_coding
3806,TADA1,ENSG00000152382,protein_coding
34496,GUCY1A2,ENSG00000152402,protein_coding
34501,CWF19L2,ENSG00000152404,protein_coding
16699,JMY,ENSG00000152409,protein_coding
16701,HOMER1,ENSG00000152413,protein_coding
16778,XRCC4,ENSG00000152422,protein_coding
8763,BOLL,ENSG00000152430,protein_coding
57629,ZNF547,ENSG00000152433,protein_coding
57645,ZNF773,ENSG00000152439,protein_coding
57660,ZNF776,ENSG00000152443,protein_coding
57673,ZNF256,ENSG00000152454,protein_coding
35413,SUV39H2,ENSG00000152455,protein_coding
35414,DCLRE1C,ENSG00000152457,protein_coding
35420,OLAH,ENSG00000152463,protein_coding
35424,RPP38,ENSG00000152464,protein_coding
35425,NMT2,ENSG00000152465,protein_coding
57680,ZSCAN1,ENSG00000152467,protein_coding
57712,ZNF837,ENSG00000152475,protein_coding
40765,USP12,ENSG00000152484,protein_coding
12658,CCDC50,ENSG00000152492,protein_coding
17100,CAMK4,ENSG00000152495,protein_coding
17143,TRIM36,ENSG00000152503,protein_coding
6182,ZFP36L2,ENSG00000152518,protein_coding
40798,PAN3,ENSG00000152520,protein_coding
6189,PLEKHH2,ENSG00000152527,protein_coding
38506,PFKM,ENSG00000152556,protein_coding
34425,TMEM123,ENSG00000152558,protein_coding
34481,GRIA4,ENSG00000152578,protein_coding
12031,IGSF10,ENSG00000152580,protein_coding
16041,SPEF2,ENSG00000152582,protein_coding
14158,SPARCL1,ENSG00000152583,protein_coding
14160,DSPP,ENSG00000152591,protein_coding
14161,DMP1,ENSG00000152592,protein_coding
14165,MEPE,ENSG00000152595,protein_coding
12044,MBNL1,ENSG00000152601,protein_coding
16047,CAPSL,ENSG00000152611,protein_coding
16056,NADK2,ENSG00000152620,protein_coding
10084,GPD1L,ENSG00000152642,protein_coding
20754,GJA1,ENSG00000152661,protein_coding
16289,CCNO,ENSG00000152669,protein_coding
16300,DDX4,ENSG00000152670,protein_coding
6646,CLEC4F,ENSG00000152672,protein_coding
6018,SLC30A6,ENSG00000152683,protein_coding
16241,PELO,ENSG00000152684,protein_coding
6043,RASGRP3,ENSG00000152689,protein_coding
17455,SAR1B,ENSG00000152700,protein_coding
17475,CATSPER3,ENSG00000152705,protein_coding
41618,GPR180,ENSG00000152749,protein_coding
1920,TCTEX1D1,ENSG00000152760,protein_coding
1922,WDR78,ENSG00000152763,protein_coding
36656,ANKRD22,ENSG00000152766,protein_coding
41668,FARP1,ENSG00000152767,protein_coding
36676,IFIT5,ENSG00000152778,protein_coding
36677,SLC16A12,ENSG00000152779,protein_coding
36679,PANK1,ENSG00000152782,protein_coding
14056,PRDM8,ENSG00000152784,protein_coding
14060,BMP3,ENSG00000152785,protein_coding
14078,HNRNPDL,ENSG00000152795,protein_coding
36740,HHEX,ENSG00000152804,protein_coding
21094,UTRN,ENSG00000152818,protein_coding
21110,GRM1,ENSG00000152822,protein_coding
20830,PTPRK,ENSG00000152894,protein_coding
5150,GGPS1,ENSG00000152904,protein_coding
48628,CNTNAP4,ENSG00000152910,protein_coding
22738,ZNF117,ENSG00000152926,protein_coding
16355,RAB3C,ENSG00000152932,protein_coding
38146,LMNTD1,ENSG00000152936,protein_coding
16500,MARVELD2,ENSG00000152939,protein_coding
16499,RAD17,ENSG00000152942,protein_coding
38177,MED21,ENSG00000152944,protein_coding
11923,PLOD2,ENSG00000152952,protein_coding
13006,STK32B,ENSG00000152953,protein_coding
18869,NRSN1,ENSG00000152954,protein_coding
13015,JAKMIP1,ENSG00000152969,protein_coding
11939,ZIC1,ENSG00000152977,protein_coding
13270,ADGRA3,ENSG00000152990,protein_coding
11954,CPB1,ENSG00000153002,protein_coding
16419,SREK1IP1,ENSG00000153006,protein_coding
13291,LGI2,ENSG00000153012,protein_coding
16420,CWC27,ENSG00000153015,protein_coding
4094,MR1,ENSG00000153029,protein_coding
17126,SRP19,ENSG00000153037,protein_coding
16490,CENPH,ENSG00000153044,protein_coding
18594,CDYL,ENSG00000153046,protein_coding
46877,CARHSP1,ENSG00000153048,protein_coding
46911,TEKT5,ENSG00000153060,protein_coding
14315,BANK1,ENSG00000153064,protein_coding
46952,TXNDC11,ENSG00000153066,protein_coding
16113,DAB2,ENSG00000153071,protein_coding
7955,ACMSD,ENSG00000153086,protein_coding
7500,ACOXL,ENSG00000153093,protein_coding
7504,BCL2L11,ENSG00000153094,protein_coding
7520,ANAPC1,ENSG00000153107,protein_coding
16942,CAST,ENSG00000153113,protein_coding
14794,SCOC,ENSG00000153130,protein_coding
14798,CLGN,ENSG00000153132,protein_coding
16857,CETN3,ENSG00000153140,protein_coding
14837,SMARCA5,ENSG00000153147,protein_coding
18700,SYCP2L,ENSG00000153157,protein_coding
18653,BMP6,ENSG00000153162,protein_coding
7400,RGPD3,ENSG00000153165,protein_coding
39138,RASSF3,ENSG00000153179,protein_coding
5319,HNRNPU,ENSG00000153187,protein_coding
7443,RANBP2,ENSG00000153201,protein_coding
5358,AHCTF1,ENSG00000153207,protein_coding
7527,MERTK,ENSG00000153208,protein_coding
7532,TMEM87B,ENSG00000153214,protein_coding
5401,OR14K1,ENSG00000153230,protein_coding
39277,PTPRR,ENSG00000153233,protein_coding
8179,NR4A2,ENSG00000153234,protein_coding
8204,CCDC148,ENSG00000153237,protein_coding
8238,PLA2R1,ENSG00000153246,protein_coding
8242,RBMS1,ENSG00000153250,protein_coding
8294,SCN3A,ENSG00000153253,protein_coding
10779,FEZF2,ENSG00000153266,protein_coding
11269,CD96,ENSG00000153283,protein_coding
19826,SLC25A27,ENSG00000153291,protein_coding
19835,ADGRF1,ENSG00000153292,protein_coding
19844,ADGRF4,ENSG00000153294,protein_coding
21480,FRMD1,ENSG00000153303,protein_coding
29157,FAM49B,ENSG00000153310,protein_coding
29165,ASAP1,ENSG00000153317,protein_coding
52604,TRAPPC8,ENSG00000153339,protein_coding
16915,FAM81B,ENSG00000153347,protein_coding
52666,INO80C,ENSG00000153391,protein_coding
15558,LPCAT1,ENSG00000153395,protein_coding
15504,PLEKHG4B,ENSG00000153404,protein_coding
46796,NMRAL1,ENSG00000153406,protein_coding
46803,UBALD1,ENSG00000153443,protein_coding
46828,C16orf89,ENSG00000153446,protein_coding
43575,TMEM251,ENSG00000153485,protein_coding
41841,ING1,ENSG00000153487,protein_coding
41859,TEX29,ENSG00000153495,protein_coding
41871,SPACA7,ENSG00000153498,protein_coding
41899,ADPRHL1,ENSG00000153531,protein_coding
10091,CMTM7,ENSG00000153551,protein_coding
10114,FBXL2,ENSG00000153558,protein_coding
10115,UBP1,ENSG00000153560,protein_coding
6937,RMND5A,ENSG00000153561,protein_coding
6938,CD8A,ENSG00000153563,protein_coding
6991,RPIA,ENSG00000153574,protein_coding
44542,GOLGA8F,ENSG00000153684,protein_coding
29606,PTPRD,ENSG00000153707,protein_coding
29632,LURAP1L,ENSG00000153714,protein_coding
21258,CNKSR3,ENSG00000153721,protein_coding
11432,GTF2E1,ENSG00000153767,protein_coding
48594,CFDP1,ENSG00000153774,protein_coding
25864,TGIF2LX,ENSG00000153779,protein_coding
48797,ZDHHC7,ENSG00000153786,protein_coding
48799,FAM92B,ENSG00000153789,protein_coding
21945,C7orf31,ENSG00000153790,protein_coding
13802,TMPRSS11D,ENSG00000153802,protein_coding
22034,JAZF1,ENSG00000153814,protein_coding
48725,CMIP,ENSG00000153815,protein_coding
9330,SPHKAP,ENSG00000153820,protein_coding
51577,KCNJ16,ENSG00000153822,protein_coding
9337,PID1,ENSG00000153823,protein_coding
9344,TRIP12,ENSG00000153827,protein_coding
9346,FBXO36,ENSG00000153832,protein_coding
56177,CEBPG,ENSG00000153879,protein_coding
56182,KCTD15,ENSG00000153885,protein_coding
56214,ZNF599,ENSG00000153896,protein_coding
2158,MCOLN2,ENSG00000153898,protein_coding
56238,LGI4,ENSG00000153902,protein_coding
2168,DDAH1,ENSG00000153904,protein_coding
16443,SREK1,ENSG00000153914,protein_coding
16983,CHD1,ENSG00000153922,protein_coding
51162,ANKFN1,ENSG00000153930,protein_coding
51169,DGKE,ENSG00000153933,protein_coding
2195,HS2ST1,ENSG00000153936,protein_coding
51187,MSI2,ENSG00000153944,protein_coding
23074,CACNA2D1,ENSG00000153956,protein_coding
20703,ZUP1,ENSG00000153975,protein_coding
49509,HS3ST3A1,ENSG00000153976,protein_coding
51263,GDPD1,ENSG00000153982,protein_coding
20722,NUS1,ENSG00000153989,protein_coding
23093,SEMA3D,ENSG00000153993,protein_coding
43006,PPP2R5E,ENSG00000154001,protein_coding
2044,ASB17,ENSG00000154007,protein_coding
