,name,ensg,type
40635,Gpr141b,ENSMUSG00000047462,protein_coding
53855,8030462N17Rik,ENSMUSG00000047466,protein_coding
23315,Zfp30,ENSMUSG00000047473,protein_coding
9710,Klhl34,ENSMUSG00000047485,protein_coding
29162,Inhbe,ENSMUSG00000047492,protein_coding
29645,Dlgap2,ENSMUSG00000047495,protein_coding
1792,Rnf152,ENSMUSG00000047496,protein_coding
45410,Adamts12,ENSMUSG00000047497,protein_coding
18339,Cldn4,ENSMUSG00000047501,protein_coding
14196,Mroh7,ENSMUSG00000047502,protein_coding
49342,Baiap3,ENSMUSG00000047507,protein_coding
34657,Mbd3l2,ENSMUSG00000047508,protein_coding
37967,Olfr1396,ENSMUSG00000047511,protein_coding
27269,Tspyl1,ENSMUSG00000047514,protein_coding
21788,BC049715,ENSMUSG00000047515,protein_coding
26335,Dmbt1,ENSMUSG00000047517,protein_coding
14548,Slfnl1,ENSMUSG00000047518,protein_coding
896,Als2cr12,ENSMUSG00000047528,protein_coding
47685,Rtp2,ENSMUSG00000047531,protein_coding
43790,Mis18bp1,ENSMUSG00000047534,protein_coding
25504,Olfr67,ENSMUSG00000047535,protein_coding
3203,Fbxo28,ENSMUSG00000047539,protein_coding
25485,Olfr616,ENSMUSG00000047544,protein_coding
25500,Olfr629,ENSMUSG00000047545,protein_coding
41509,Cltb,ENSMUSG00000047547,protein_coding
25814,Tmem41b,ENSMUSG00000047554,protein_coding
10805,Lxn,ENSMUSG00000047557,protein_coding
34495,Mmp10,ENSMUSG00000047562,protein_coding
39543,Krtap3-1,ENSMUSG00000047564,protein_coding
45502,Acot10,ENSMUSG00000047565,protein_coding
12692,Tyw3,ENSMUSG00000047583,protein_coding
23257,Nccrp1,ENSMUSG00000047586,protein_coding
46203,Mafa,ENSMUSG00000047591,protein_coding
18504,Nxpe5,ENSMUSG00000047592,protein_coding
5186,Olfr1122,ENSMUSG00000047594,protein_coding
23036,Zfp235,ENSMUSG00000047603,protein_coding
55078,Frat2,ENSMUSG00000047604,protein_coding
36396,Ankrd34c,ENSMUSG00000047606,protein_coding
15526,A430005L14Rik,ENSMUSG00000047613,protein_coding
3966,Paxx,ENSMUSG00000047617,protein_coding
34482,Ddi1,ENSMUSG00000047619,protein_coding
29306,Olfr791,ENSMUSG00000047626,protein_coding
29214,Apof,ENSMUSG00000047631,protein_coding
54981,Fgfbp3,ENSMUSG00000047632,protein_coding
18129,2810006K23Rik,ENSMUSG00000047635,protein_coding
14205,Cdcp2,ENSMUSG00000047636,protein_coding
28479,Nr1h4,ENSMUSG00000047638,protein_coding
47009,Krt87,ENSMUSG00000047641,protein_coding
29067,D930020B18Rik,ENSMUSG00000047642,protein_coding
26860,Fbxo30,ENSMUSG00000047648,protein_coding
22802,Cd3eap,ENSMUSG00000047649,protein_coding
30572,Tssk6,ENSMUSG00000047654,protein_coding
22424,Vmn1r74,ENSMUSG00000047655,protein_coding
54319,Trpt1,ENSMUSG00000047656,protein_coding
54186,Gal3st3,ENSMUSG00000047658,protein_coding
35172,Olfr26,ENSMUSG00000047667,protein_coding
27618,Msl3l2,ENSMUSG00000047669,protein_coding
14425,Tctex1d4,ENSMUSG00000047671,protein_coding
12485,Pdha2,ENSMUSG00000047674,protein_coding
14429,Rps8,ENSMUSG00000047675,protein_coding
7513,Gpr82,ENSMUSG00000047678,protein_coding
8954,Rtl3,ENSMUSG00000047686,protein_coding
8726,Yipf6,ENSMUSG00000047694,protein_coding
10286,Ccdc144b,ENSMUSG00000047696,protein_coding
37980,Olfr1388,ENSMUSG00000047702,protein_coding
29634,Champ1,ENSMUSG00000047710,protein_coding
26807,Ust,ENSMUSG00000047712,protein_coding
47767,Ppp1r2,ENSMUSG00000047714,protein_coding
33045,Olfr736,ENSMUSG00000047716,protein_coding
15406,Ubiad1,ENSMUSG00000047719,protein_coding
21541,4922502D21Rik,ENSMUSG00000047720,protein_coding
26142,Bola2,ENSMUSG00000047721,protein_coding
46180,Ly6g2,ENSMUSG00000047728,protein_coding
23226,Fcgbp,ENSMUSG00000047730,protein_coding
55225,Wbp1l,ENSMUSG00000047731,protein_coding
54263,Tmem262,ENSMUSG00000047733,protein_coding
18899,Samd9l,ENSMUSG00000047735,protein_coding
47944,Fbxo40,ENSMUSG00000047746,protein_coding
30862,Rnf150,ENSMUSG00000047747,protein_coding
19362,Zc3hav1l,ENSMUSG00000047749,protein_coding
26486,Utf1,ENSMUSG00000047751,protein_coding
9810,Fancb,ENSMUSG00000047757,protein_coding
38450,Hs3st3a1,ENSMUSG00000047759,protein_coding
35779,Lrrc49,ENSMUSG00000047766,protein_coding
25347,Atg16l2,ENSMUSG00000047767,protein_coding
39258,Ankfn1,ENSMUSG00000047773,protein_coding
15493,Phf13,ENSMUSG00000047777,protein_coding
49033,Lix1,ENSMUSG00000047786,protein_coding
54324,Flrt1,ENSMUSG00000047787,protein_coding
42669,Slc38a9,ENSMUSG00000047789,protein_coding
1665,Sned1,ENSMUSG00000047793,protein_coding
25615,Olfr685,ENSMUSG00000047794,protein_coding
8775,Gjb1,ENSMUSG00000047797,protein_coding
40008,Cd300lf,ENSMUSG00000047798,protein_coding
15224,Oog4,ENSMUSG00000047799,protein_coding
38393,Akap10,ENSMUSG00000047804,protein_coding
54304,Ccdc88b,ENSMUSG00000047810,protein_coding
11015,Tigd4,ENSMUSG00000047819,protein_coding
38428,Trim16,ENSMUSG00000047821,protein_coding
34809,Angptl8,ENSMUSG00000047822,protein_coding
11194,Pygo2,ENSMUSG00000047824,protein_coding
44945,Cdca4,ENSMUSG00000047832,protein_coding
7216,Fndc11,ENSMUSG00000047841,protein_coding
41467,Diras2,ENSMUSG00000047842,protein_coding
18670,Bri3,ENSMUSG00000047843,protein_coding
9288,Bex4,ENSMUSG00000047844,protein_coding
48276,Stx19,ENSMUSG00000047854,protein_coding
37801,Foxi1,ENSMUSG00000047861,protein_coding
31004,Lonp2,ENSMUSG00000047866,protein_coding
19674,Gimap6,ENSMUSG00000047867,protein_coding
29283,Olfr770,ENSMUSG00000047868,protein_coding
15464,Gpr157,ENSMUSG00000047875,protein_coding
46583,A4galt,ENSMUSG00000047878,protein_coding
52770,Usp14,ENSMUSG00000047879,protein_coding
35399,Cxcr5,ENSMUSG00000047880,protein_coding
16709,Rell1,ENSMUSG00000047881,protein_coding
23844,Klk9,ENSMUSG00000047884,protein_coding
46460,Tnrc6b,ENSMUSG00000047888,protein_coding
41059,Serpinb6d,ENSMUSG00000047889,protein_coding
33095,Ang2,ENSMUSG00000047894,protein_coding
36326,Ripply2,ENSMUSG00000047897,protein_coding
37033,Ccr4,ENSMUSG00000047898,protein_coding
39971,Sstr2,ENSMUSG00000047904,protein_coding
6967,Tshz2,ENSMUSG00000047907,protein_coding
3710,Ankrd16,ENSMUSG00000047909,protein_coding
53190,Pcdhb16,ENSMUSG00000047910,protein_coding
33876,Npm2,ENSMUSG00000047911,protein_coding
46114,Trappc9,ENSMUSG00000047921,protein_coding
12469,Stpg2,ENSMUSG00000047940,protein_coding
14784,Marcksl1,ENSMUSG00000047945,protein_coding
47749,Gp5,ENSMUSG00000047953,protein_coding
11868,Kcna3,ENSMUSG00000047959,protein_coding
48227,Olfr186,ENSMUSG00000047960,protein_coding
17253,Stbd1,ENSMUSG00000047963,protein_coding
5144,Olfr1093,ENSMUSG00000047969,protein_coding
21423,Kcna1,ENSMUSG00000047976,protein_coding
33822,Synb,ENSMUSG00000047977,protein_coding
35042,Pate5,ENSMUSG00000047980,protein_coding
30904,Palm3,ENSMUSG00000047986,protein_coding
39436,4933428G20Rik,ENSMUSG00000047988,protein_coding
52934,Ino80c,ENSMUSG00000047989,protein_coding
35942,C2cd4a,ENSMUSG00000047990,protein_coding
53997,Dipk1c,ENSMUSG00000047992,protein_coding
34872,Cypt4,ENSMUSG00000047995,protein_coding
8501,Prrg1,ENSMUSG00000047996,protein_coding
1505,Gigyf2,ENSMUSG00000048000,protein_coding
15556,Hes5,ENSMUSG00000048001,protein_coding
14951,Catsper4,ENSMUSG00000048003,protein_coding
45290,Tmem196,ENSMUSG00000048004,protein_coding
9227,Timm8a1,ENSMUSG00000048007,protein_coding
23938,Zfp473,ENSMUSG00000048012,protein_coding
39600,Krt35,ENSMUSG00000048013,protein_coding
29353,Neurod4,ENSMUSG00000048015,protein_coding
19160,Tmem229a,ENSMUSG00000048022,protein_coding
49010,Rgmb,ENSMUSG00000048027,protein_coding
55396,Eno4,ENSMUSG00000048029,protein_coding
11070,Fcrl5,ENSMUSG00000048031,protein_coding
4013,Ccdc187,ENSMUSG00000048038,protein_coding
11085,Isg20l2,ENSMUSG00000048039,protein_coding
9283,Arxes2,ENSMUSG00000048040,protein_coding
7835,Zbtb33,ENSMUSG00000048047,protein_coding
5511,Ldlrad3,ENSMUSG00000048058,protein_coding
49055,Fpr-rs4,ENSMUSG00000048062,protein_coding
25713,Cyb5r2,ENSMUSG00000048065,protein_coding
22221,Olfr1349,ENSMUSG00000048067,protein_coding
38471,Pirt,ENSMUSG00000048070,protein_coding
38281,Arf1,ENSMUSG00000048076,protein_coding
46847,H1fnt,ENSMUSG00000048077,protein_coding
25203,Tenm4,ENSMUSG00000048078,protein_coding
33039,Olfr731,ENSMUSG00000048080,protein_coding
48080,Gm4737,ENSMUSG00000048087,protein_coding
2241,Lmod1,ENSMUSG00000048096,protein_coding
11945,Taf13,ENSMUSG00000048100,protein_coding
47402,Olfr19,ENSMUSG00000048101,protein_coding
21148,Tmem72,ENSMUSG00000048108,protein_coding
11878,Rbm15,ENSMUSG00000048109,protein_coding
43905,Arid4a,ENSMUSG00000048118,protein_coding
55056,Entpd1,ENSMUSG00000048120,protein_coding
1590,Col6a3,ENSMUSG00000048126,protein_coding
54798,Dmrt2,ENSMUSG00000048138,protein_coding
16275,Nat8l,ENSMUSG00000048142,protein_coding
30723,Nwd1,ENSMUSG00000048148,protein_coding
33396,Olfr49,ENSMUSG00000048153,protein_coding
46882,Kmt2d,ENSMUSG00000048154,protein_coding
9328,H2bfm,ENSMUSG00000048155,protein_coding
17765,Selplg,ENSMUSG00000048163,protein_coding
26299,Mcmbp,ENSMUSG00000048170,protein_coding
7966,Olfr1324,ENSMUSG00000048173,protein_coding
2154,Tmem81,ENSMUSG00000048174,protein_coding
46841,Asb8,ENSMUSG00000048175,protein_coding
27782,Gm7075,ENSMUSG00000048185,protein_coding
3488,Bend7,ENSMUSG00000048186,protein_coding
26603,Muc6,ENSMUSG00000048191,protein_coding
5228,Olfr1153,ENSMUSG00000048197,protein_coding
26593,Cracr2b,ENSMUSG00000048200,protein_coding
20685,Dnajb8,ENSMUSG00000048206,protein_coding
19026,Gpr85,ENSMUSG00000048216,protein_coding
39722,Nags,ENSMUSG00000048217,protein_coding
46822,Amigo2,ENSMUSG00000048218,protein_coding
5916,Mfap1b,ENSMUSG00000048222,protein_coding
5287,Olfr1212,ENSMUSG00000048226,protein_coding
45677,Fbxo43,ENSMUSG00000048230,protein_coding
50013,H2-M10.4,ENSMUSG00000048231,protein_coding
13365,Fbxo10,ENSMUSG00000048232,protein_coding
595,Rnf149,ENSMUSG00000048234,protein_coding
25715,Ovch2,ENSMUSG00000048236,protein_coding
28213,Gng7,ENSMUSG00000048240,protein_coding
49438,Crebrf,ENSMUSG00000048249,protein_coding
44705,Bcl11b,ENSMUSG00000048251,protein_coding
40422,Dip2c,ENSMUSG00000048264,protein_coding
16099,Rbm33,ENSMUSG00000048271,protein_coding
40138,Syngr2,ENSMUSG00000048277,protein_coding
33635,Sacs,ENSMUSG00000048279,protein_coding
41982,Zfp738,ENSMUSG00000048280,protein_coding
33669,Dleu7,ENSMUSG00000048281,protein_coding
19537,Tas2r126,ENSMUSG00000048284,protein_coding
43898,Frmd6,ENSMUSG00000048285,protein_coding
54525,Olfr1417,ENSMUSG00000048292,protein_coding
39572,Krtap4-13,ENSMUSG00000048294,protein_coding
35220,Olfr148,ENSMUSG00000048299,protein_coding
10880,Slitrk3,ENSMUSG00000048304,protein_coding
45691,Ankrd46,ENSMUSG00000048307,protein_coding
31391,Pskh1,ENSMUSG00000048310,protein_coding
23725,Gm4884,ENSMUSG00000048312,protein_coding
6073,Ckap2l,ENSMUSG00000048327,protein_coding
38507,Mfsd6l,ENSMUSG00000048329,protein_coding
25790,Ric3,ENSMUSG00000048330,protein_coding
10546,Lhfp,ENSMUSG00000048332,protein_coding
32577,Npy4r,ENSMUSG00000048337,protein_coding
53192,Pcdhb18,ENSMUSG00000048347,protein_coding
34236,Pou4f1,ENSMUSG00000048349,protein_coding
14245,Coa7,ENSMUSG00000048351,protein_coding
9284,Arxes1,ENSMUSG00000048355,protein_coding
54644,Olfr1496,ENSMUSG00000048356,protein_coding
41400,Omd,ENSMUSG00000048368,protein_coding
31309,Pdp2,ENSMUSG00000048371,protein_coding
16449,Fgfbp1,ENSMUSG00000048373,protein_coding
42384,F2r,ENSMUSG00000048376,protein_coding
26417,Foxi2,ENSMUSG00000048377,protein_coding
37969,Olfr1394,ENSMUSG00000048378,protein_coding
32952,Socs4,ENSMUSG00000048379,protein_coding
46258,Scrt1,ENSMUSG00000048385,protein_coding
42920,Osr1,ENSMUSG00000048387,protein_coding
4978,Fam171b,ENSMUSG00000048388,protein_coding
34680,Olfr843,ENSMUSG00000048391,protein_coding
22171,Gm5065,ENSMUSG00000048398,protein_coding
47702,Tprg,ENSMUSG00000048399,protein_coding
31210,Prss54,ENSMUSG00000048400,protein_coding
1925,Gli2,ENSMUSG00000048402,protein_coding
53988,Zfp407,ENSMUSG00000048410,protein_coding
374,Gm597,ENSMUSG00000048411,protein_coding
10803,Mlf1,ENSMUSG00000048416,protein_coding
45378,Ranbp3l,ENSMUSG00000048424,protein_coding
25616,Olfr686,ENSMUSG00000048425,protein_coding
34798,Timm29,ENSMUSG00000048429,protein_coding
15997,Nupl2,ENSMUSG00000048439,protein_coding
49688,Cyp4f16,ENSMUSG00000048440,protein_coding
40053,Smim5,ENSMUSG00000048442,protein_coding
40265,Ccdc57,ENSMUSG00000048445,protein_coding
16368,Msx1,ENSMUSG00000048450,protein_coding
11298,Sprr1b,ENSMUSG00000048455,protein_coding
54590,Olfr1448,ENSMUSG00000048456,protein_coding
11825,Inka2,ENSMUSG00000048458,protein_coding
25426,Olfr564,ENSMUSG00000048469,protein_coding
21877,Sult6b2,ENSMUSG00000048473,protein_coding
31744,Spata33,ENSMUSG00000048478,protein_coding
1192,Cxcr1,ENSMUSG00000048480,protein_coding
22773,Mypop,ENSMUSG00000048481,protein_coding
5640,Bdnf,ENSMUSG00000048482,protein_coding
44255,Zdhhc22,ENSMUSG00000048483,protein_coding
14778,Zbtb8b,ENSMUSG00000048485,protein_coding
6774,Fitm2,ENSMUSG00000048486,protein_coding
21147,Depp1,ENSMUSG00000048489,protein_coding
48377,Nrip1,ENSMUSG00000048490,protein_coding
866,Tyw5,ENSMUSG00000048495,protein_coding
38419,Mmgt2,ENSMUSG00000048497,protein_coding
40006,Cd300e,ENSMUSG00000048498,protein_coding
29827,Defb15,ENSMUSG00000048500,protein_coding
35191,Olfr938,ENSMUSG00000048501,protein_coding
32386,Duxbl1,ENSMUSG00000048502,protein_coding
35328,Tmem136,ENSMUSG00000048503,protein_coding
30191,Adam26a,ENSMUSG00000048516,protein_coding
15929,Fbxl13,ENSMUSG00000048520,protein_coding
37277,Cxcr6,ENSMUSG00000048521,protein_coding
26374,Nkx1-2,ENSMUSG00000048528,protein_coding
35436,Jaml,ENSMUSG00000048534,protein_coding
35411,Phldb1,ENSMUSG00000048537,protein_coding
11706,Nhlh2,ENSMUSG00000048540,protein_coding
46495,Tob2,ENSMUSG00000048546,protein_coding
3852,Thnsl1,ENSMUSG00000048550,protein_coding
45277,Sp8,ENSMUSG00000048562,protein_coding
54780,Tmem252,ENSMUSG00000048572,protein_coding
9628,Cypt3,ENSMUSG00000048573,protein_coding
17821,Mlec,ENSMUSG00000048578,protein_coding
10731,E130311K13Rik,ENSMUSG00000048581,protein_coding
33559,Gja3,ENSMUSG00000048582,protein_coding
26654,Igf2,ENSMUSG00000048583,protein_coding
49721,Morc2b,ENSMUSG00000048602,protein_coding
55004,Myof,ENSMUSG00000048612,protein_coding
39256,Nog,ENSMUSG00000048616,protein_coding
30955,Rtbdn,ENSMUSG00000048617,protein_coding
22215,Olfr1336,ENSMUSG00000048620,protein_coding
8985,Gm6377,ENSMUSG00000048621,protein_coding
14453,Klf17,ENSMUSG00000048626,protein_coding
20815,A730049H05Rik,ENSMUSG00000048636,protein_coding
29426,Ctxn1,ENSMUSG00000048644,protein_coding
5843,Exd1,ENSMUSG00000048647,protein_coding
12591,Samd13,ENSMUSG00000048652,protein_coding
10590,Ccdc169,ENSMUSG00000048655,protein_coding
29043,Lemd3,ENSMUSG00000048661,protein_coding
21483,Rhno1,ENSMUSG00000048668,protein_coding
26731,Tpcn2,ENSMUSG00000048677,protein_coding
14747,Hmgb4,ENSMUSG00000048686,protein_coding
19575,Olfr435,ENSMUSG00000048693,protein_coding
28173,Mex3d,ENSMUSG00000048696,protein_coding
19911,Vmn1r26,ENSMUSG00000048697,protein_coding
47020,Krt90,ENSMUSG00000048699,protein_coding
27852,Ccdc6,ENSMUSG00000048701,protein_coding
16084,Speer4b,ENSMUSG00000048703,protein_coding
13819,Lurap1l,ENSMUSG00000048706,protein_coding
3948,Tprn,ENSMUSG00000048707,protein_coding
55024,Tbc1d12,ENSMUSG00000048720,protein_coding
37914,Fndc9,ENSMUSG00000048721,protein_coding
38030,Zfp454,ENSMUSG00000048728,protein_coding
49455,Ggnbp1,ENSMUSG00000048731,protein_coding
39627,Klhl11,ENSMUSG00000048732,protein_coding
29341,Olfr820,ENSMUSG00000048745,protein_coding
14052,E130114P18Rik,ENSMUSG00000048747,protein_coding
36973,Prss50,ENSMUSG00000048752,protein_coding
46593,Mcat,ENSMUSG00000048755,protein_coding
27391,Foxo3,ENSMUSG00000048756,protein_coding
36741,Rpl29,ENSMUSG00000048758,protein_coding
39389,Hoxb3,ENSMUSG00000048763,protein_coding
17082,Tmprss11f,ENSMUSG00000048764,protein_coding
14319,Skint10,ENSMUSG00000048766,protein_coding
14441,Tmem53,ENSMUSG00000048772,protein_coding
1827,Serpinb13,ENSMUSG00000048775,protein_coding
21960,Pthlh,ENSMUSG00000048776,protein_coding
25339,P2ry6,ENSMUSG00000048779,protein_coding
25895,Insc,ENSMUSG00000048782,protein_coding
25986,Dcun1d3,ENSMUSG00000048787,protein_coding
20756,Cfap100,ENSMUSG00000048794,protein_coding
11919,Cyb561d1,ENSMUSG00000048796,protein_coding
53460,Cep120,ENSMUSG00000048799,protein_coding
13897,Ifnb1,ENSMUSG00000048806,protein_coding
37336,Slc35e4,ENSMUSG00000048807,protein_coding
48243,Olfr202,ENSMUSG00000048810,protein_coding
574,Lonrf2,ENSMUSG00000048814,protein_coding
48970,Dact2,ENSMUSG00000048826,protein_coding
31470,Pkd1l3,ENSMUSG00000048827,protein_coding
48523,2310057N15Rik,ENSMUSG00000048830,protein_coding
54469,Vps37c,ENSMUSG00000048832,protein_coding
44086,Slc39a9,ENSMUSG00000048833,protein_coding
37513,Vstm2a,ENSMUSG00000048834,protein_coding
37956,Gm12185,ENSMUSG00000048852,protein_coding
44725,Slc25a47,ENSMUSG00000048856,protein_coding
2917,Arhgap30,ENSMUSG00000048865,protein_coding
389,Phf3,ENSMUSG00000048874,protein_coding
53433,Pudp,ENSMUSG00000048875,protein_coding
39774,Hexim1,ENSMUSG00000048878,protein_coding
39014,Cdk5r1,ENSMUSG00000048895,protein_coding
24855,Zfp710,ENSMUSG00000048897,protein_coding
14531,Rimkla,ENSMUSG00000048899,protein_coding
41570,Neurog1,ENSMUSG00000048904,protein_coding
49547,4930539E08Rik,ENSMUSG00000048905,protein_coding
6148,Rnf24,ENSMUSG00000048911,protein_coding
50606,Efna5,ENSMUSG00000048915,protein_coding
38297,Olfr223,ENSMUSG00000048919,protein_coding
22685,Fkrp,ENSMUSG00000048920,protein_coding
26214,Zfp689,ENSMUSG00000048921,protein_coding
33793,Cdca2,ENSMUSG00000048922,protein_coding
42509,Ccdc125,ENSMUSG00000048924,protein_coding
21039,Tada3,ENSMUSG00000048930,protein_coding
33028,Olfr722,ENSMUSG00000048933,protein_coding
11732,Nr1h5,ENSMUSG00000048938,protein_coding
47729,Atp13a5,ENSMUSG00000048939,protein_coding
136,Prex2,ENSMUSG00000048960,protein_coding
26701,Mrgpre,ENSMUSG00000048965,protein_coding
30570,Yjefn3,ENSMUSG00000048967,protein_coding
7846,C1galt1c1,ENSMUSG00000048970,protein_coding
40916,Nrsn1,ENSMUSG00000048978,protein_coding
39597,Krt31,ENSMUSG00000048981,protein_coding
43978,Gphb5,ENSMUSG00000048982,protein_coding
18562,Elfn1,ENSMUSG00000048988,protein_coding
49247,Prss32,ENSMUSG00000048992,protein_coding
7446,H2al3,ENSMUSG00000048994,protein_coding
40677,Olfr1366,ENSMUSG00000048996,protein_coding
11920,Atxn7l2,ENSMUSG00000048997,protein_coding
20007,Ndnf,ENSMUSG00000049001,protein_coding
29656,BB014433,ENSMUSG00000049008,protein_coding
35249,Olfr982,ENSMUSG00000049010,protein_coding
33037,Olfr729,ENSMUSG00000049011,protein_coding
11038,Prss48,ENSMUSG00000049013,protein_coding
54610,Olfr1467,ENSMUSG00000049015,protein_coding
4386,Olfr368,ENSMUSG00000049018,protein_coding
34725,Olfr873,ENSMUSG00000049028,protein_coding
44965,Tmem121,ENSMUSG00000049036,protein_coding
21287,Clec4a1,ENSMUSG00000049037,protein_coding
28363,Mterf2,ENSMUSG00000049038,protein_coding
38785,Olfr398,ENSMUSG00000049041,protein_coding
4790,Rapgef4,ENSMUSG00000049044,protein_coding
9241,Armcx3,ENSMUSG00000049047,protein_coding
29330,Olfr812,ENSMUSG00000049052,protein_coding
5337,Olfr1257,ENSMUSG00000049057,protein_coding
35252,Olfr985,ENSMUSG00000049073,protein_coding
47764,Acap2,ENSMUSG00000049076,protein_coding
3992,Bmyc,ENSMUSG00000049086,protein_coding
53985,Zadh2,ENSMUSG00000049090,protein_coding
26200,Sephs2,ENSMUSG00000049091,protein_coding
32880,Gpr137c,ENSMUSG00000049092,protein_coding
20058,Il23r,ENSMUSG00000049093,protein_coding
11571,Ankrd34a,ENSMUSG00000049097,protein_coding
35140,Olfr147,ENSMUSG00000049098,protein_coding
10432,Pcdh10,ENSMUSG00000049100,protein_coding
37283,Ccr2,ENSMUSG00000049103,protein_coding
44071,Dcaf5,ENSMUSG00000049106,protein_coding
21416,Ntf3,ENSMUSG00000049107,protein_coding
27158,Themis,ENSMUSG00000049109,protein_coding
21011,Oxtr,ENSMUSG00000049112,protein_coding
40988,Agtr1a,ENSMUSG00000049115,protein_coding
12800,Fam110b,ENSMUSG00000049119,protein_coding
13779,Frmd3,ENSMUSG00000049122,protein_coding
23310,Catsperg2,ENSMUSG00000049123,protein_coding
11304,Ivl,ENSMUSG00000049128,protein_coding
22658,C5ar1,ENSMUSG00000049130,protein_coding
11343,Flg2,ENSMUSG00000049133,protein_coding
55350,Nrap,ENSMUSG00000049134,protein_coding
45312,Plcxd3,ENSMUSG00000049148,protein_coding
5338,Olfr1258,ENSMUSG00000049149,protein_coding
45384,Ugt3a2,ENSMUSG00000049152,protein_coding
38252,Fam183b,ENSMUSG00000049154,protein_coding
2679,Tex50,ENSMUSG00000049160,protein_coding
55064,Zfp518a,ENSMUSG00000049164,protein_coding
19558,Olfr449,ENSMUSG00000049168,protein_coding
53553,Myoz3,ENSMUSG00000049173,protein_coding
9845,Frmpd4,ENSMUSG00000049176,protein_coding
30035,Purg,ENSMUSG00000049184,protein_coding
8796,Rtl5,ENSMUSG00000049191,protein_coding
14305,Skint7,ENSMUSG00000049214,protein_coding
29303,Olfr788,ENSMUSG00000049217,protein_coding
12880,Pdp1,ENSMUSG00000049225,protein_coding
34681,Olfr844,ENSMUSG00000049229,protein_coding
9956,Gm9833,ENSMUSG00000049230,protein_coding
19947,Tigd2,ENSMUSG00000049232,protein_coding
32783,Gm7324,ENSMUSG00000049235,protein_coding
18107,Hcar1,ENSMUSG00000049241,protein_coding
4460,Lrp1b,ENSMUSG00000049252,protein_coding
16146,Kcnk3,ENSMUSG00000049265,protein_coding
25773,Olfr509,ENSMUSG00000049280,protein_coding
35256,Scn3b,ENSMUSG00000049281,protein_coding
18500,Mblac1,ENSMUSG00000049285,protein_coding
38274,Iba57,ENSMUSG00000049287,protein_coding
11572,Lix1l,ENSMUSG00000049288,protein_coding
38285,Prss38,ENSMUSG00000049291,protein_coding
33139,Zfp219,ENSMUSG00000049295,protein_coding
38541,Trappc1,ENSMUSG00000049299,protein_coding
11971,Prmt6,ENSMUSG00000049300,protein_coding
54139,Syt12,ENSMUSG00000049303,protein_coding
36858,Ccdc71,ENSMUSG00000049305,protein_coding
34593,Fut4,ENSMUSG00000049307,protein_coding
35310,Sorl1,ENSMUSG00000049313,protein_coding
36906,Fbxw13,ENSMUSG00000049314,protein_coding
4358,Olfr348,ENSMUSG00000049315,protein_coding
38031,Zfp2,ENSMUSG00000049321,protein_coding
38356,Smcr8,ENSMUSG00000049323,protein_coding
18134,Kmt5a,ENSMUSG00000049327,protein_coding
35142,Olfr902,ENSMUSG00000049334,protein_coding
37821,Tenm2,ENSMUSG00000049336,protein_coding
1237,Retreg2,ENSMUSG00000049339,protein_coding
12438,Gm5105,ENSMUSG00000049349,protein_coding
26184,Zg16,ENSMUSG00000049350,protein_coding
3377,Rd3,ENSMUSG00000049353,protein_coding
39844,Dcaf7,ENSMUSG00000049354,protein_coding
53057,4933408B17Rik,ENSMUSG00000049357,protein_coding
48217,Olfr173,ENSMUSG00000049362,protein_coding
5260,Olfr1183,ENSMUSG00000049372,protein_coding
47051,Krt8,ENSMUSG00000049382,protein_coding
16876,Cox7b2,ENSMUSG00000049387,protein_coding
38870,Gemin4,ENSMUSG00000049396,protein_coding
7185,Ogfr,ENSMUSG00000049401,protein_coding
10807,Rarres1,ENSMUSG00000049404,protein_coding
20650,Prokr1,ENSMUSG00000049409,protein_coding
14942,Zfp683,ENSMUSG00000049410,protein_coding
52805,Tmem241,ENSMUSG00000049411,protein_coding
27126,Tmem200a,ENSMUSG00000049420,protein_coding
23335,Zfp260,ENSMUSG00000049421,protein_coding
27952,Chchd10,ENSMUSG00000049422,protein_coding
47987,Upk1b,ENSMUSG00000049436,protein_coding
945,Cyp20a1,ENSMUSG00000049439,protein_coding
2995,Olfr1404,ENSMUSG00000049456,protein_coding
38097,Aff4,ENSMUSG00000049470,protein_coding
31708,Ctu2,ENSMUSG00000049482,protein_coding
12885,Tmem67,ENSMUSG00000049488,protein_coding
38967,Ccnq,ENSMUSG00000049489,protein_coding
38165,Slc36a3,ENSMUSG00000049491,protein_coding
36485,Pls1,ENSMUSG00000049493,protein_coding
54591,Olfr1449,ENSMUSG00000049498,protein_coding
47885,Dtx3l,ENSMUSG00000049502,protein_coding
10557,Proser1,ENSMUSG00000049504,protein_coding
39802,Sppl2c,ENSMUSG00000049506,protein_coding
36237,Htr1b,ENSMUSG00000049511,protein_coding
1606,Espnl,ENSMUSG00000049515,protein_coding
24100,Spty2d1,ENSMUSG00000049516,protein_coding
42294,Rps23,ENSMUSG00000049517,protein_coding
46363,Cdc42ep1,ENSMUSG00000049521,protein_coding
35754,Tmem202,ENSMUSG00000049526,protein_coding
3026,Olfr429,ENSMUSG00000049528,protein_coding
16486,Clrn2,ENSMUSG00000049530,protein_coding
33158,Sall2,ENSMUSG00000049532,protein_coding
9319,Tceal1,ENSMUSG00000049536,protein_coding
17056,Tecrl,ENSMUSG00000049537,protein_coding
42050,Adamts16,ENSMUSG00000049538,protein_coding
40876,Hist1h1a,ENSMUSG00000049539,protein_coding
